,source,edge,target,source_name,edge_name,target_name
2195,4622,1,1429,user_0,BOOKMARK,externalResources_5140
2196,4622,1,1289,user_0,BOOKMARK,externalResources_10086
2197,4622,1,1518,user_0,BOOKMARK,externalResources_9460
2198,4622,1,1309,user_0,BOOKMARK,externalResources_11056
2199,4622,1,1498,user_0,BOOKMARK,externalResources_8451
2200,4622,1,1312,user_0,BOOKMARK,externalResources_11221
2201,4622,1,1439,user_0,BOOKMARK,externalResources_5604
2202,4622,1,1439,user_0,BOOKMARK,externalResources_5604
2203,4622,1,1489,user_0,BOOKMARK,externalResources_8284
2204,4622,1,1436,user_0,BOOKMARK,externalResources_5587
2205,4622,1,1354,user_0,BOOKMARK,externalResources_13357
2206,4622,1,1459,user_0,BOOKMARK,externalResources_6570
2207,4622,1,1486,user_0,BOOKMARK,externalResources_8083
2208,4622,1,1490,user_0,BOOKMARK,externalResources_8309
2209,4622,1,1439,user_0,BOOKMARK,externalResources_5604
2210,4622,1,1330,user_0,BOOKMARK,externalResources_12176
2211,4622,1,1289,user_0,BOOKMARK,externalResources_10086
2212,4622,1,1330,user_0,BOOKMARK,externalResources_12176
2213,4622,1,1439,user_0,BOOKMARK,externalResources_5604
2214,4622,1,1476,user_0,BOOKMARK,externalResources_7363
2215,4622,1,1486,user_0,BOOKMARK,externalResources_8083
2216,4622,1,1476,user_0,BOOKMARK,externalResources_7363
2217,4622,1,1486,user_0,BOOKMARK,externalResources_8083
2218,4622,1,1526,user_0,BOOKMARK,externalResources_9751
2219,4622,1,1330,user_0,BOOKMARK,externalResources_12176
2220,4622,1,1526,user_0,BOOKMARK,externalResources_9751
2221,4622,1,1330,user_0,BOOKMARK,externalResources_12176
2222,4622,1,1287,user_0,BOOKMARK,externalResources_10052
2223,4622,1,1439,user_0,BOOKMARK,externalResources_5604
2224,4622,1,1330,user_0,BOOKMARK,externalResources_12176
2225,4622,1,1498,user_0,BOOKMARK,externalResources_8451
2226,4622,1,1354,user_0,BOOKMARK,externalResources_13357
2227,4622,1,328,user_0,BOOKMARK,content_1114
2228,4622,1,785,user_0,BOOKMARK,content_2913
2229,4622,1,907,user_0,BOOKMARK,content_5029
2230,4622,1,907,user_0,BOOKMARK,content_5029
2231,4622,1,907,user_0,BOOKMARK,content_5029
2232,4622,1,856,user_0,BOOKMARK,content_3967
2233,4622,1,907,user_0,BOOKMARK,content_5029
2234,4622,1,1217,user_0,BOOKMARK,content_937
2235,4622,1,1128,user_0,BOOKMARK,content_866
2236,4622,1,907,user_0,BOOKMARK,content_5029
2237,4622,1,750,user_0,BOOKMARK,content_2223
2238,4622,1,785,user_0,BOOKMARK,content_2913
2239,4622,1,1217,user_0,BOOKMARK,content_937
2240,4622,1,907,user_0,BOOKMARK,content_5029
2241,4622,1,328,user_0,BOOKMARK,content_1114
2242,4622,1,1217,user_0,BOOKMARK,content_937
2243,4622,1,907,user_0,BOOKMARK,content_5029
2244,4622,1,690,user_0,BOOKMARK,content_1432
2245,4622,1,907,user_0,BOOKMARK,content_5029
2246,4622,1,907,user_0,BOOKMARK,content_5029
2247,4622,1,328,user_0,BOOKMARK,content_1114
2248,4622,1,907,user_0,BOOKMARK,content_5029
2249,4622,1,907,user_0,BOOKMARK,content_5029
2250,4622,1,788,user_0,BOOKMARK,content_2937
2251,4622,1,750,user_0,BOOKMARK,content_2223
2252,4622,1,907,user_0,BOOKMARK,content_5029
2253,4622,1,907,user_0,BOOKMARK,content_5029
2254,4622,1,907,user_0,BOOKMARK,content_5029
2255,4622,1,907,user_0,BOOKMARK,content_5029
2256,4622,1,1217,user_0,BOOKMARK,content_937
2257,4622,1,328,user_0,BOOKMARK,content_1114
2258,4622,1,1128,user_0,BOOKMARK,content_866
2259,4622,1,907,user_0,BOOKMARK,content_5029
2260,4622,1,907,user_0,BOOKMARK,content_5029
2261,4622,1,907,user_0,BOOKMARK,content_5029
2262,4622,1,907,user_0,BOOKMARK,content_5029
2263,4622,1,328,user_0,BOOKMARK,content_1114
2264,4622,1,907,user_0,BOOKMARK,content_5029
2265,4622,1,907,user_0,BOOKMARK,content_5029
2266,4622,1,907,user_0,BOOKMARK,content_5029
2267,4622,1,1128,user_0,BOOKMARK,content_866
2268,4622,1,907,user_0,BOOKMARK,content_5029
2269,4622,1,328,user_0,BOOKMARK,content_1114
2270,4622,1,1128,user_0,BOOKMARK,content_866
2271,4622,1,328,user_0,BOOKMARK,content_1114
2272,4622,1,328,user_0,BOOKMARK,content_1114
2273,4622,1,907,user_0,BOOKMARK,content_5029
2274,4622,1,761,user_0,BOOKMARK,content_2399
2275,4622,1,1128,user_0,BOOKMARK,content_866
2276,4622,1,907,user_0,BOOKMARK,content_5029
2277,4622,1,879,user_0,BOOKMARK,content_4370
2278,4622,1,907,user_0,BOOKMARK,content_5029
2279,4622,1,907,user_0,BOOKMARK,content_5029
2280,4622,1,907,user_0,BOOKMARK,content_5029
2281,4622,1,907,user_0,BOOKMARK,content_5029
2282,4622,1,1217,user_0,BOOKMARK,content_937
2283,4622,1,907,user_0,BOOKMARK,content_5029
2284,4622,1,907,user_0,BOOKMARK,content_5029
2285,4622,1,1217,user_0,BOOKMARK,content_937
2286,4622,1,907,user_0,BOOKMARK,content_5029
2287,4622,1,907,user_0,BOOKMARK,content_5029
2288,4622,1,907,user_0,BOOKMARK,content_5029
2289,4622,1,907,user_0,BOOKMARK,content_5029
2290,4622,1,788,user_0,BOOKMARK,content_2937
2291,4622,1,856,user_0,BOOKMARK,content_3967
2292,4622,1,907,user_0,BOOKMARK,content_5029
2293,4622,1,788,user_0,BOOKMARK,content_2937
2294,4622,1,907,user_0,BOOKMARK,content_5029
2295,4622,1,907,user_0,BOOKMARK,content_5029
2296,4622,1,907,user_0,BOOKMARK,content_5029
2297,4622,1,1217,user_0,BOOKMARK,content_937
2298,4622,1,1217,user_0,BOOKMARK,content_937
2299,4622,1,328,user_0,BOOKMARK,content_1114
2300,4622,1,856,user_0,BOOKMARK,content_3967
2301,4622,1,907,user_0,BOOKMARK,content_5029
2302,4622,1,1128,user_0,BOOKMARK,content_866
2303,4622,1,1128,user_0,BOOKMARK,content_866
2304,4622,1,907,user_0,BOOKMARK,content_5029
2305,4622,1,907,user_0,BOOKMARK,content_5029
2306,4622,1,907,user_0,BOOKMARK,content_5029
2307,4622,1,1128,user_0,BOOKMARK,content_866
2308,4622,1,907,user_0,BOOKMARK,content_5029
2309,4622,1,907,user_0,BOOKMARK,content_5029
2310,4622,1,328,user_0,BOOKMARK,content_1114
2311,4622,1,879,user_0,BOOKMARK,content_4370
2312,4622,1,907,user_0,BOOKMARK,content_5029
2313,4622,1,907,user_0,BOOKMARK,content_5029
